date,temp_high,temp_low,humidity_mean,dewpoint_mean,pressure_mean,wind_mean,precip_total
2023-01-04,83.0,73.0,80.71535714285714,71.02142857142857,1019.9666666666667,8.821518987341772,0.0
2023-01-05,85.0,72.0,80.77041666666666,70.04166666666667,1021.025,5.912179487179487,0.0
2023-01-06,79.0,67.0,61.224230769230765,57.69230769230769,1022.0041666666666,5.879421221864952,0.0
2023-01-07,79.0,62.0,58.375,54.208333333333336,1023.0124999999999,5.87572347266881,0.0
2023-01-08,79.0,63.0,66.13166666666667,59.583333333333336,1022.6416666666668,4.408333333333333,0.0
2023-01-09,80.0,66.0,74.73071428571428,62.51428571428572,1019.6666666666666,3.9810509554140125,0.0
2023-01-10,80.0,64.0,63.92458333333334,57.166666666666664,1018.7541666666666,3.6453525641025637,0.0
2023-01-11,79.0,57.0,59.45208333333333,51.583333333333336,1020.3791666666666,4.6779032258064515,0.0
2023-01-12,80.0,61.0,68.73916666666666,58.916666666666664,1020.6833333333334,4.161378205128205,0.0
2023-01-13,81.0,64.0,71.765,59.625,1015.2583333333333,6.462258064516129,0.2
2023-01-14,64.0,49.0,57.201249999999995,41.125,1017.5416666666666,11.155000000000001,0.0
2023-01-15,63.0,45.0,58.78,38.708333333333336,1021.5583333333334,6.024516129032258,0.0
2023-01-16,73.0,46.0,53.9325,41.666666666666664,1020.2666666666668,2.878733766233766,0.0
2023-01-17,76.0,54.0,65.39833333333333,52.291666666666664,1018.2583333333333,3.9055194805194806,0.0
2023-01-18,79.0,59.0,70.43541666666667,58.541666666666664,1018.725,4.321774193548387,0.0
2023-01-19,82.0,66.0,67.10875,61.875,1019.4916666666667,5.783387096774193,0.0
2023-01-20,83.0,67.0,71.41708333333334,64.29166666666667,1019.8375,3.9898713826366556,0.0
2023-01-21,82.0,69.0,70.94083333333333,64.66666666666667,1019.0083333333333,3.7179611650485436,0.0
2023-01-22,83.0,72.0,71.83,67.34615384615384,1016.0625,9.727388535031848,0.0
2023-01-23,87.0,72.0,79.36416666666666,68.95833333333333,1017.0833333333334,6.442948717948718,0.0
